,type,fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4610,0,5.9,0.44,0.36,2.5,12.0,73.0,0.99201,3.22,0.48,10.8,1
4611,0,5.9,0.42,0.36,2.4,19.0,77.0,0.99184,3.25,0.48,10.9,0
4612,0,5.8,0.34,0.21,7.2,48.0,146.0,0.99441,3.16,0.49,9.8,0
4613,0,5.8,0.27,0.2,7.3,42.0,145.0,0.99442,3.15,0.48,9.8,0
4614,0,7.1,0.33,0.18,6.3,27.0,166.0,0.99474,2.9,0.49,9.5,0
4615,0,6.1,0.44,0.28,4.25,43.0,132.0,0.9916,3.26,0.47,11.26666667,2
4616,0,7.3,0.28,0.37,1.2,26.0,99.0,0.99198,3.01,0.62,10.8,0
4617,0,5.2,0.5,0.18,2.0,23.0,129.0,0.98949,3.36,0.77,13.4,2
4618,0,6.1,0.44,0.28,4.25,43.0,132.0,0.9916,3.26,0.47,11.3,2
4619,0,6.4,0.62,0.12,4.7,33.0,196.0,0.99556,3.22,0.48,8.9,0
4620,0,6.4,0.38,0.19,4.5,36.0,119.0,0.99151,3.07,0.42,11.2,1
4621,0,7.5,0.305,0.38,1.4,30.0,95.0,0.99158,3.22,0.52,11.5,2
4622,0,6.5,0.5,0.22,4.1,35.0,131.0,0.9902,3.26,0.55,13.0,2
4623,0,6.6,0.4,0.3,5.3,20.0,125.0,0.99204,3.36,0.73,12.6,1
4624,0,6.4,0.4,0.25,4.2,15.0,91.0,0.98988,3.26,0.52,13.1,1
4625,0,8.3,0.49,0.23,6.65,6.0,158.0,0.99344,3.05,0.48,11.2,0
4626,0,6.3,0.3,0.91,8.2,50.0,199.0,0.99394,3.39,0.49,11.7,1
4627,0,6.1,0.19,0.37,2.6,24.0,99.0,0.99153,3.18,0.5,10.9,1
4628,0,6.1,0.19,0.37,2.6,24.0,99.0,0.99153,3.18,0.5,10.9,1
4629,0,5.6,0.24,0.34,2.0,14.0,73.0,0.98981,3.04,0.45,11.6,2
4630,0,5.7,0.25,0.32,12.2,43.0,127.0,0.99524,3.23,0.53,10.4,2
4631,0,6.6,0.21,0.39,2.3,31.0,102.0,0.99221,3.22,0.58,10.9,2
4632,0,6.3,0.3,0.91,8.2,50.0,199.0,0.99394,3.39,0.49,11.7,1
4633,0,6.2,0.28,0.41,5.0,50.0,188.0,0.99318,3.23,0.64,10.8,1
4634,0,5.8,0.29,0.38,10.7,49.0,136.0,0.99366,3.11,0.59,11.2,1
4635,0,5.8,0.345,0.15,10.8,26.0,120.0,0.99494,3.25,0.49,10.0,1
4636,0,6.5,0.51,0.25,1.7,39.0,177.0,0.99212,3.28,0.57,10.56666667,0
4637,0,6.0,0.24,0.41,1.3,42.0,118.0,0.99018,3.04,0.64,11.73333333,1
4638,0,6.5,0.51,0.25,1.7,39.0,177.0,0.99212,3.28,0.57,10.6,0
4639,0,6.9,0.54,0.26,12.7,59.0,195.0,0.99596,3.26,0.54,10.5,1
4640,0,6.0,0.24,0.41,1.3,42.0,118.0,0.99018,3.04,0.64,11.75,1
4641,0,6.6,0.26,0.36,1.2,43.0,126.0,0.99094,3.01,0.63,11.4,1
4642,0,5.7,0.24,0.3,1.3,25.0,98.0,0.98968,3.37,0.43,12.4,2
4643,0,6.5,0.21,0.35,5.7,47.0,197.0,0.99392,3.24,0.5,10.1,1
4644,0,6.8,0.29,0.22,3.4,40.0,122.0,0.99024,3.09,0.47,12.3,1
4645,0,5.0,0.24,0.34,1.1,49.0,158.0,0.98774,3.32,0.32,13.1,2
4646,0,5.9,0.18,0.28,1.0,24.0,88.0,0.99094,3.29,0.55,10.65,2
4647,0,5.8,0.26,0.29,1.0,35.0,101.0,0.99044,3.36,0.48,11.4,2
4648,0,6.7,0.61,0.21,1.65,40.0,240.0,0.9938,3.11,0.57,9.3,0
4649,0,5.7,0.695,0.06,6.8,9.0,84.0,0.99432,3.44,0.44,10.2,0
4650,0,5.6,0.695,0.06,6.8,9.0,84.0,0.99432,3.44,0.44,10.2,0
4651,0,5.7,0.39,0.25,4.9,49.0,113.0,0.98966,3.26,0.58,13.1,2
4652,0,6.1,0.38,0.47,1.4,59.0,210.0,0.99309,3.24,0.5,9.6,0
4653,0,6.3,0.36,0.28,2.5,18.0,73.0,0.98868,3.1,0.47,12.8,2
4654,0,6.0,0.29,0.41,10.8,55.0,149.0,0.9937,3.09,0.59,10.96666667,2
4655,0,6.0,0.29,0.41,10.8,55.0,149.0,0.9937,3.09,0.59,10.96666667,2
4656,0,6.0,0.29,0.41,10.8,55.0,149.0,0.9937,3.09,0.59,10.96666667,2
4657,0,6.0,0.29,0.41,10.8,55.0,149.0,0.9937,3.09,0.59,11.0,2
4658,0,7.1,0.43,0.25,2.8,43.0,132.0,0.98975,3.21,0.47,13.4,1
4659,0,6.6,0.25,0.25,1.3,28.0,85.0,0.98984,2.87,0.48,11.2,1
4660,0,6.6,0.33,0.41,2.0,14.0,79.0,0.99063,3.27,0.63,12.4,1
4661,0,8.0,0.23,0.41,1.1,35.0,150.0,0.99168,3.09,0.47,11.2,0
4662,0,7.3,0.17,0.36,8.2,44.0,111.0,0.99272,3.14,0.41,12.4,1
4663,0,6.0,0.17,0.33,6.0,30.0,111.0,0.99362,3.32,0.58,10.13333333,2
4664,0,6.1,0.16,0.34,6.1,31.0,114.0,0.99365,3.32,0.58,10.13333333,2
4665,0,7.3,0.17,0.36,8.2,44.0,111.0,0.99272,3.14,0.41,12.4,1
4666,0,6.4,0.31,0.53,8.8,36.0,221.0,0.99642,3.17,0.44,9.1,0
4667,0,6.1,0.16,0.34,6.1,31.0,114.0,0.99365,3.32,0.58,10.15,2
4668,0,6.0,0.17,0.33,6.0,30.0,111.0,0.99362,3.32,0.58,10.15,2
4669,0,5.9,0.44,0.33,1.2,12.0,117.0,0.99134,3.46,0.44,11.5,0
4670,0,6.6,0.285,0.49,11.4,57.0,137.0,0.99732,3.08,0.54,8.9,1
4671,0,4.9,0.335,0.14,1.3,69.0,168.0,0.99212,3.47,0.46,10.46666667,0
4672,0,4.9,0.335,0.14,1.3,69.0,168.0,0.99212,3.47,0.46,10.46666667,0
4673,0,6.0,0.28,0.52,6.2,37.0,104.0,0.99161,3.28,0.51,11.8,2
4674,0,5.8,0.35,0.29,3.2,41.0,151.0,0.9912,3.35,0.58,11.63333333,2
4675,0,5.7,0.21,0.37,4.5,58.0,140.0,0.99332,3.29,0.62,10.6,1
4676,0,6.5,0.25,0.32,9.9,41.0,128.0,0.99636,3.18,0.52,9.6,1
4677,0,6.0,0.28,0.52,6.2,37.0,104.0,0.99161,3.28,0.51,11.8,2
4678,0,6.6,0.285,0.49,11.4,57.0,137.0,0.99732,3.08,0.54,8.9,1
4679,0,4.7,0.335,0.14,1.3,69.0,168.0,0.99212,3.47,0.46,10.5,0
4680,0,6.8,0.63,0.04,1.3,25.0,133.0,0.99271,3.17,0.39,10.2,0
4681,0,5.6,0.27,0.37,0.9,11.0,49.0,0.98845,3.29,0.33,13.1,1
4682,0,6.8,0.32,0.33,0.7,15.0,66.0,0.9899,3.11,0.31,11.8,1
4683,0,6.5,0.33,0.32,1.0,39.0,120.0,0.99004,3.06,0.37,12.2,1
4684,0,6.0,0.24,0.34,1.0,52.0,184.0,0.99097,3.44,0.44,11.45,1
4685,0,7.2,0.26,0.32,10.4,23.0,114.0,0.9966,3.23,0.49,10.5,0
4686,0,6.8,0.63,0.04,1.3,25.0,133.0,0.99271,3.17,0.39,10.2,0
4687,0,6.7,0.16,0.32,12.5,18.0,156.0,0.99666,2.88,0.36,9.0,1
4688,0,6.7,0.16,0.32,12.5,18.0,156.0,0.99666,2.88,0.36,9.0,1
4689,0,6.7,0.16,0.32,12.5,18.0,156.0,0.99666,2.88,0.36,9.0,1
4690,0,6.7,0.16,0.32,12.5,18.0,156.0,0.99666,2.88,0.36,9.0,1
4691,0,6.9,0.19,0.31,19.25,38.0,167.0,0.99954,2.93,0.52,9.1,2
4692,0,6.0,0.36,0.32,1.1,26.0,173.0,0.99414,3.38,0.54,8.8,0
4693,0,6.7,0.16,0.32,12.5,18.0,156.0,0.99666,2.88,0.36,9.0,1
4694,0,6.9,0.19,0.31,19.25,38.0,167.0,0.99954,2.93,0.52,9.1,2
4695,0,6.7,0.35,0.32,9.0,29.0,113.0,0.99188,3.13,0.65,12.9,2
4696,0,6.1,0.15,0.4,1.2,19.0,84.0,0.98926,3.19,0.96,13.0,1
4697,0,6.7,0.35,0.32,9.0,29.0,113.0,0.99188,3.13,0.65,12.9,2
4698,0,7.0,0.27,0.74,1.3,34.0,121.0,0.99334,3.04,0.46,9.2,1
4699,0,6.8,0.3,0.33,12.8,60.0,168.0,0.99659,3.1,0.56,9.8,0
4700,0,6.8,0.3,0.33,12.8,60.0,168.0,0.99659,3.1,0.56,9.8,0
4701,0,6.4,0.69,0.09,7.6,34.0,144.0,0.9948,3.26,0.38,10.1,1
4702,0,6.4,0.69,0.09,7.6,34.0,144.0,0.9948,3.26,0.38,10.1,1
4703,0,5.9,0.12,0.28,1.4,36.0,83.0,0.99074,3.33,0.42,10.9,2
4704,0,6.3,0.36,0.5,8.3,51.0,202.0,0.9955,3.2,0.51,9.6,1
4705,0,5.7,0.27,0.16,9.0,32.0,111.0,0.99474,3.36,0.37,10.4,1
4706,0,6.1,0.22,0.4,1.85,25.0,111.0,0.98966,3.03,0.3,11.8,2
4707,0,5.6,0.205,0.16,12.55,31.0,115.0,0.99564,3.4,0.38,10.8,1
4708,0,7.2,0.33,0.28,1.4,26.0,109.0,0.99246,3.28,0.57,10.6,1
4709,0,5.9,0.21,0.31,1.8,45.0,142.0,0.98984,3.35,0.5,12.7,1
4710,0,5.4,0.33,0.31,4.0,27.0,108.0,0.99031,3.3,0.43,12.2,2
4711,0,5.4,0.205,0.16,12.55,31.0,115.0,0.99564,3.4,0.38,10.8,1
4712,0,5.7,0.27,0.16,9.0,32.0,111.0,0.99474,3.36,0.37,10.4,1
4713,0,6.4,0.28,0.28,3.0,19.0,98.0,0.99216,3.25,0.47,11.1,1
4714,0,6.1,0.22,0.4,1.85,25.0,111.0,0.98966,3.03,0.3,11.8,2
4715,0,6.7,0.15,0.32,7.9,17.0,81.0,0.99512,3.29,0.31,10.0,1
4716,0,5.5,0.315,0.38,2.6,10.0,69.0,0.9909,3.12,0.59,10.8,1
4717,0,4.8,0.225,0.38,1.2,47.0,130.0,0.99132,3.31,0.4,10.3,1
4718,0,5.2,0.24,0.15,7.1,32.0,134.0,0.99378,3.24,0.48,9.9,1
4719,0,6.7,0.15,0.32,7.9,17.0,81.0,0.99512,3.29,0.31,10.0,1
4720,0,6.6,0.27,0.32,1.3,18.0,93.0,0.99044,3.11,0.56,12.25,0
4721,0,6.1,0.32,0.33,10.7,27.0,98.0,0.99521,3.34,0.52,10.2,1
4722,0,6.0,0.25,0.28,7.7,37.0,132.0,0.99489,3.06,0.5,9.4,1
4723,0,6.4,0.42,0.46,8.4,58.0,180.0,0.99495,3.18,0.46,9.7,1
4724,0,6.1,0.32,0.33,10.7,27.0,98.0,0.99521,3.34,0.52,10.2,1
4725,0,6.9,0.31,0.33,12.7,33.0,116.0,0.9954,3.04,0.65,10.4,1
4726,0,6.3,0.48,0.48,1.8,35.0,96.0,0.99121,3.49,0.74,12.2,1
4727,0,6.0,0.25,0.28,7.7,37.0,132.0,0.99489,3.06,0.5,9.4,1
4728,0,7.2,0.21,0.31,10.5,36.0,122.0,0.99478,3.12,0.4,10.6,1
4729,0,6.8,0.32,0.43,1.6,4.0,65.0,0.99346,3.27,0.47,10.7,0
4730,0,7.9,0.3,0.6,1.85,13.0,106.0,0.99331,3.24,0.49,11.85,0
4731,0,5.3,0.31,0.38,10.5,53.0,140.0,0.99321,3.34,0.46,11.7,1
4732,0,5.3,0.31,0.38,10.5,53.0,140.0,0.99321,3.34,0.46,11.7,1
4733,0,5.2,0.185,0.22,1.0,47.0,123.0,0.99218,3.55,0.44,10.15,1
4734,0,5.5,0.16,0.31,1.2,31.0,68.0,0.9898,3.33,0.44,11.63333333,1
4735,0,6.0,0.17,0.36,1.7,14.0,61.0,0.99144,3.22,0.54,10.8,1
4736,0,6.0,0.16,0.36,1.6,13.0,61.0,0.99143,3.22,0.54,10.8,1
4737,0,6.1,0.24,0.32,9.0,41.0,134.0,0.99234,3.25,0.26,12.3,2
4738,0,5.5,0.3,0.25,1.9,33.0,118.0,0.98972,3.36,0.66,12.5,1
4739,0,5.5,0.16,0.31,1.2,31.0,68.0,0.9898,3.33,0.44,11.65,1
4740,0,6.0,0.32,0.46,1.5,56.0,189.0,0.99308,3.24,0.49,9.6,0
4741,0,6.1,0.27,0.31,3.9,42.0,137.0,0.99218,3.24,0.46,10.9,1
4742,0,6.0,0.27,0.32,3.6,36.0,133.0,0.99215,3.23,0.46,10.8,1
4743,0,6.0,0.14,0.37,1.2,63.0,148.0,0.99185,3.32,0.44,11.2,0
4744,0,5.0,0.24,0.19,5.0,17.0,101.0,0.99438,3.67,0.57,10.0,0
4746,0,6.3,0.23,0.5,10.4,61.0,132.0,0.99542,2.86,0.46,9.1,1
4747,0,5.6,0.26,0.5,11.4,25.0,93.0,0.99428,3.23,0.49,10.5,1
4748,0,6.1,0.34,0.24,18.35,33.0,184.0,0.99943,3.12,0.61,9.3,0
4749,0,6.2,0.35,0.25,18.4,28.0,182.0,0.99946,3.13,0.62,9.3,1
4750,0,6.0,0.14,0.37,1.2,63.0,148.0,0.99185,3.32,0.44,11.2,0
4751,0,7.3,0.36,0.62,7.1,48.0,185.0,0.99472,3.14,0.62,10.6,1
4752,0,5.1,0.25,0.36,1.3,40.0,78.0,0.9891,3.23,0.64,12.1,2
4753,0,5.5,0.16,0.26,1.5,35.0,100.0,0.99076,3.43,0.77,12.0,1
4754,0,6.4,0.19,0.35,10.2,40.0,106.0,0.99632,3.16,0.5,9.7,1
4755,0,6.6,0.29,0.73,2.2,21.0,92.0,0.99,3.12,0.48,12.4,1
4756,0,6.0,0.38,0.26,3.5,38.0,111.0,0.98872,3.18,0.47,13.6,2
4757,0,6.0,0.38,0.26,3.5,38.0,111.0,0.98872,3.18,0.47,13.6,2
4758,0,6.5,0.2,0.35,3.9,27.0,140.0,0.99102,2.98,0.53,11.8,1
4759,0,6.6,0.17,0.26,7.4,45.0,128.0,0.99388,3.16,0.37,10.0,1
4760,0,6.6,0.17,0.26,7.4,45.0,128.0,0.99388,3.16,0.37,10.0,1
4761,0,6.2,0.15,0.27,11.0,46.0,116.0,0.99602,3.12,0.38,9.1,1
4762,0,5.9,0.48,0.3,1.5,19.0,78.0,0.99057,3.47,0.42,11.9,2
4763,0,5.3,0.4,0.25,3.9,45.0,130.0,0.99072,3.31,0.58,11.75,2
4764,0,5.9,0.26,0.29,5.4,34.0,116.0,0.99224,3.24,0.41,11.4,1
4765,0,5.2,0.3,0.34,1.5,18.0,96.0,0.98942,3.56,0.48,13.0,2
4766,0,6.4,0.32,0.25,5.0,28.0,138.0,0.99171,3.27,0.5,12.4,2
4767,0,6.6,0.19,0.25,1.2,34.0,181.0,0.99352,3.3,0.42,9.4,2
4768,0,6.8,0.27,0.3,13.0,69.0,160.0,0.99705,3.16,0.5,9.6,1
4769,0,6.8,0.27,0.3,13.0,69.0,160.0,0.99705,3.16,0.5,9.6,1
4770,0,6.8,0.27,0.3,13.0,69.0,160.0,0.99705,3.16,0.5,9.6,1
4771,0,6.8,0.27,0.3,13.0,69.0,160.0,0.99705,3.16,0.5,9.6,1
4772,0,6.4,0.28,0.45,8.6,47.0,223.0,0.99654,3.16,0.51,9.1,0
4773,0,5.2,0.21,0.31,1.7,17.0,61.0,0.98953,3.24,0.37,12.0,2
4774,0,7.1,0.24,0.34,1.2,6.0,132.0,0.99132,3.16,0.46,11.2,0
4775,0,5.0,0.27,0.4,1.2,42.0,124.0,0.99204,3.32,0.47,10.1,1
4776,0,5.8,0.27,0.4,1.2,47.0,130.0,0.99185,3.13,0.45,10.3,1
4777,0,5.9,0.27,0.32,2.0,31.0,102.0,0.98952,3.16,0.56,12.3,1
4778,0,5.8,0.315,0.19,19.4,28.0,106.0,0.99704,2.97,0.4,10.55,1
4779,0,6.0,0.59,0.0,0.8,30.0,95.0,0.99032,3.1,0.4,10.9,0
4780,0,5.8,0.3,0.09,6.3,36.0,138.0,0.99382,3.15,0.48,9.7,0
4781,0,5.6,0.3,0.1,6.4,34.0,142.0,0.99382,3.14,0.48,9.8,0
4782,0,6.7,0.3,0.5,12.1,38.0,127.0,0.9974,3.04,0.53,8.9,1
4783,0,6.7,0.3,0.5,12.1,38.0,127.0,0.9974,3.04,0.53,8.9,1
4784,0,6.4,0.31,0.31,12.9,55.0,161.0,0.99546,3.02,0.59,10.2,0
4785,0,6.9,0.25,0.29,2.4,28.0,76.0,0.99088,3.01,0.36,11.7,2
4786,0,4.4,0.32,0.39,4.3,31.0,127.0,0.98904,3.46,0.36,12.8,2
4787,0,3.9,0.225,0.4,4.2,29.0,118.0,0.989,3.57,0.36,12.8,2
4788,0,6.4,0.31,0.31,12.9,55.0,161.0,0.99546,3.02,0.59,10.2,0
4789,0,5.5,0.62,0.33,1.7,24.0,118.0,0.98758,3.15,0.39,13.55,1
4790,0,6.2,0.3,0.42,2.2,28.0,128.0,0.9901,3.13,0.38,11.6,1
4791,0,6.7,0.3,0.5,12.1,38.0,127.0,0.9974,3.04,0.53,8.9,1
4792,0,4.7,0.785,0.0,3.4,23.0,134.0,0.98981,3.53,0.92,13.8,1
4793,0,6.0,0.31,0.32,7.4,47.0,159.0,0.9952,3.19,0.5,9.4,1
4794,0,6.0,0.32,0.3,7.3,46.0,159.0,0.99519,3.18,0.49,9.4,0
4795,0,6.4,0.105,0.29,1.1,44.0,140.0,0.99142,3.17,0.55,10.7,2
4796,0,6.4,0.105,0.29,1.1,44.0,140.0,0.99142,3.17,0.55,10.7,2
4797,0,5.7,0.33,0.32,1.4,28.0,93.0,0.9897,3.31,0.5,12.3,1
4798,0,5.9,0.32,0.19,14.5,37.0,115.0,0.99684,3.16,0.43,10.3,0
4799,0,6.2,0.26,0.2,8.0,35.0,111.0,0.99445,3.11,0.42,10.4,1
4800,0,6.0,0.2,0.33,1.1,45.0,126.0,0.99051,3.31,0.45,11.6,2
4801,0,6.4,0.105,0.29,1.1,44.0,140.0,0.99142,3.17,0.55,10.7,2
4802,0,5.8,0.28,0.34,2.2,24.0,125.0,0.98986,3.36,0.33,12.8,2
4803,0,6.4,0.31,0.5,5.8,42.0,111.0,0.99189,3.18,0.53,11.9,2
4804,0,6.0,0.35,0.46,0.9,9.0,65.0,0.98934,3.24,0.35,12.1,0
4805,0,5.1,0.26,0.34,6.4,26.0,99.0,0.99449,3.23,0.41,9.2,1
4806,0,6.6,0.28,0.09,10.9,37.0,131.0,0.99566,2.93,0.62,9.5,1
4807,0,6.0,0.17,0.3,7.3,39.0,104.0,0.99252,2.91,0.57,11.0,1
4808,0,7.3,0.35,0.67,8.3,10.0,100.0,0.9959,3.19,0.5,10.9,0
4809,0,6.0,0.26,0.24,1.3,66.0,150.0,0.9924,3.21,0.62,10.4,1
4810,0,5.4,0.375,0.4,3.3,29.0,147.0,0.99482,3.42,0.52,9.1,0
4811,0,7.0,0.17,0.42,1.0,19.0,71.0,0.99103,3.32,0.62,11.4,1
4812,0,5.1,0.26,0.33,1.1,46.0,113.0,0.98946,3.35,0.43,11.4,2
4813,0,5.8,0.36,0.5,1.0,63.0,178.0,0.99212,3.1,0.45,9.7,0
4814,0,5.7,0.4,0.35,5.1,17.0,113.0,0.99052,3.18,0.67,12.4,1
4815,0,6.2,0.76,0.01,3.2,18.0,120.0,0.99026,3.2,0.94,13.7,2
4816,0,6.1,0.41,0.2,12.6,54.0,136.0,0.99516,2.91,0.43,10.6,1
4817,0,5.8,0.385,0.25,3.7,38.0,122.0,0.99128,3.2,0.63,11.2,1
4818,0,6.0,0.27,0.4,1.7,18.0,82.0,0.9891,3.24,0.95,13.13333333,1
4819,0,5.7,0.4,0.35,5.1,17.0,113.0,0.99052,3.18,0.67,12.4,1
4820,0,5.8,0.36,0.5,1.0,63.0,178.0,0.99212,3.1,0.45,9.7,0
4821,0,7.0,0.24,0.47,1.3,18.0,131.0,0.99176,3.19,0.45,11.0,1
4822,0,6.8,0.23,0.48,1.5,35.0,165.0,0.99162,3.18,0.45,11.3,1
4823,0,6.5,0.28,0.34,4.6,22.0,130.0,0.99193,3.2,0.46,12.0,2
4824,0,6.4,0.23,0.35,10.3,54.0,140.0,0.9967,3.23,0.47,9.2,0
4825,0,6.0,0.34,0.29,6.1,29.0,134.0,0.99462,3.48,0.57,10.7,1
4826,0,6.0,0.34,0.29,6.1,29.0,134.0,0.99462,3.48,0.57,10.7,1
4827,0,6.7,0.22,0.33,1.2,36.0,86.0,0.99058,3.1,0.76,11.4,1
4828,0,6.4,0.23,0.35,10.3,54.0,140.0,0.9967,3.23,0.47,9.2,0
4829,0,6.0,0.32,0.33,9.9,22.0,90.0,0.99258,3.1,0.43,12.1,2
4830,0,5.8,0.29,0.27,1.6,17.0,140.0,0.99138,3.23,0.35,11.1,1
4831,0,5.8,0.38,0.26,1.1,20.0,140.0,0.99271,3.27,0.43,9.7,1
4832,0,5.9,0.32,0.26,1.5,17.0,141.0,0.9917,3.24,0.36,10.7,0
4833,0,5.6,0.33,0.28,1.2,33.0,97.0,0.99126,3.49,0.58,10.9,1
4834,0,5.9,0.37,0.3,1.5,35.0,95.0,0.98986,3.36,0.56,12.0,2
4835,0,5.6,0.295,0.26,1.1,40.0,102.0,0.99154,3.47,0.56,10.6,1
4836,0,6.7,0.5,0.36,11.5,18.0,92.0,0.99642,3.11,0.49,9.6,0
4837,0,6.5,0.28,0.38,7.8,54.0,216.0,0.99154,3.03,0.42,13.1,1
4838,0,5.3,0.275,0.24,7.4,28.0,114.0,0.99313,3.38,0.51,11.0,1
4839,0,5.2,0.405,0.15,1.45,10.0,44.0,0.99125,3.52,0.4,11.6,0
4840,0,6.8,0.34,0.36,8.9,44.0,128.0,0.99318,3.28,0.35,11.95,2
4841,0,5.7,0.22,0.25,1.1,97.0,175.0,0.99099,3.44,0.62,11.1,1
4842,0,6.2,0.28,0.57,1.0,50.0,92.0,0.99004,3.17,0.36,11.5,1
4843,0,5.6,0.34,0.25,2.5,47.0,182.0,0.99093,3.21,0.4,11.3,0
4844,0,4.8,0.29,0.23,1.1,38.0,180.0,0.98924,3.28,0.34,11.9,1
4845,0,6.6,0.38,0.29,2.4,15.0,93.0,0.99336,3.18,0.6,9.5,0
4846,0,5.1,0.3,0.3,2.3,40.0,150.0,0.98944,3.29,0.46,12.2,1
4847,0,4.4,0.54,0.09,5.1,52.0,97.0,0.99022,3.41,0.4,12.2,2
4848,0,7.0,0.36,0.35,2.5,67.0,161.0,0.99146,3.05,0.56,11.1,1
4849,0,6.4,0.33,0.44,8.9,52.0,164.0,0.99488,3.1,0.48,9.6,0
4850,0,7.0,0.36,0.35,2.5,67.0,161.0,0.99146,3.05,0.56,11.1,1
4851,0,6.4,0.33,0.44,8.9,52.0,164.0,0.99488,3.1,0.48,9.6,0
4852,0,6.2,0.23,0.38,1.6,12.0,113.0,0.99176,3.3,0.73,11.4,0
4853,0,5.2,0.25,0.23,1.4,20.0,77.0,0.99001,3.32,0.62,11.4,0
4854,0,6.2,0.35,0.29,3.9,22.0,79.0,0.99005,3.1,0.59,12.06666667,1
4855,0,7.1,0.23,0.39,13.7,26.0,172.0,0.99755,2.9,0.46,9.0,1
4856,0,7.1,0.23,0.39,13.7,26.0,172.0,0.99755,2.9,0.46,9.0,1
4857,0,7.5,0.38,0.33,9.2,19.0,116.0,0.99444,3.08,0.42,11.4,1
4858,0,6.4,0.35,0.51,7.8,53.0,177.0,0.99502,3.12,0.45,9.6,0
4859,0,6.0,0.43,0.34,7.6,25.0,118.0,0.99222,3.03,0.37,11.0,1
4860,0,6.0,0.52,0.33,7.7,24.0,119.0,0.99224,3.04,0.38,11.0,1
4861,0,5.5,0.31,0.29,3.0,16.0,102.0,0.99067,3.23,0.56,11.2,1
4862,0,5.9,0.22,0.3,1.3,42.0,86.0,0.99069,3.31,0.47,11.55,1
4863,0,6.2,0.36,0.32,4.0,44.0,92.0,0.98936,3.2,0.5,13.3,2
4864,0,6.0,0.41,0.23,1.1,22.0,148.0,0.99266,3.3,0.47,9.633333333,0
4865,0,6.2,0.355,0.35,2.0,31.0,95.0,0.98822,3.06,0.46,13.6,1
4866,0,5.7,0.41,0.21,1.9,30.0,112.0,0.99138,3.29,0.55,11.2,1
4867,0,5.3,0.6,0.34,1.4,3.0,60.0,0.98854,3.27,0.38,13.0,1
4868,0,5.8,0.23,0.31,4.5,42.0,124.0,0.99324,3.31,0.64,10.8,1
4869,0,6.6,0.24,0.33,10.1,8.0,81.0,0.99626,3.19,0.51,9.8,1
4870,0,6.1,0.32,0.28,6.6,29.0,132.0,0.99188,3.15,0.36,11.45,2
4871,0,5.0,0.2,0.4,1.9,20.0,98.0,0.9897,3.37,0.55,12.05,1
4872,0,6.0,0.42,0.41,12.4,50.0,179.0,0.99622,3.14,0.6,9.7,0
4873,0,5.7,0.21,0.32,1.6,33.0,122.0,0.99044,3.33,0.52,11.9,1
4874,0,5.6,0.2,0.36,2.5,16.0,125.0,0.99282,3.49,0.49,10.0,1
4875,0,7.4,0.22,0.26,1.2,18.0,97.0,0.99245,3.12,0.41,9.7,1
4876,0,6.2,0.38,0.42,2.5,34.0,117.0,0.99132,3.36,0.59,11.6,2
4877,0,5.9,0.54,0.0,0.8,12.0,82.0,0.99286,3.25,0.36,8.8,0
4878,0,6.2,0.53,0.02,0.9,6.0,81.0,0.99234,3.24,0.35,9.5,0
4879,0,6.6,0.34,0.4,8.1,68.0,170.0,0.99494,3.15,0.5,9.533333333,1
4880,0,6.6,0.34,0.4,8.1,68.0,170.0,0.99494,3.15,0.5,9.533333333,1
4881,0,5.0,0.235,0.27,11.75,34.0,118.0,0.9954,3.07,0.5,9.4,1
4882,0,5.5,0.32,0.13,1.3,45.0,156.0,0.99184,3.26,0.38,10.7,0
4883,0,4.9,0.47,0.17,1.9,60.0,148.0,0.98964,3.27,0.35,11.5,1
4884,0,6.5,0.33,0.38,8.3,68.0,174.0,0.99492,3.14,0.5,9.6,0
4885,0,6.6,0.34,0.4,8.1,68.0,170.0,0.99494,3.15,0.5,9.55,1
4886,0,6.2,0.21,0.28,5.7,45.0,121.0,0.99168,3.21,1.08,12.15,2
4887,0,6.2,0.41,0.22,1.9,5.0,56.0,0.98928,3.04,0.79,13.0,2
4888,0,6.8,0.22,0.36,1.2,38.0,127.0,0.9933,3.04,0.54,9.2,0
4889,0,4.9,0.235,0.27,11.75,34.0,118.0,0.9954,3.07,0.5,9.4,1
4890,0,6.1,0.34,0.29,2.2,25.0,100.0,0.98938,3.06,0.44,11.8,1
4891,0,5.7,0.21,0.32,0.9,38.0,121.0,0.99074,3.24,0.46,10.6,1
4892,0,6.5,0.23,0.38,1.3,29.0,112.0,0.99298,3.21,0.54,9.7,0
4893,0,6.2,0.21,0.29,1.6,24.0,92.0,0.99114,3.27,0.5,11.2,1
4894,0,6.6,0.32,0.36,8.0,57.0,168.0,0.9949,3.15,0.46,9.6,0
4895,0,6.5,0.29,0.19,1.2,30.0,111.0,0.99254,2.99,0.46,9.4,1
4896,0,5.5,0.29,0.3,1.1,20.0,110.0,0.98869,3.34,0.38,12.8,2
4897,0,6.0,0.21,0.38,0.8,22.0,98.0,0.98941,3.26,0.32,11.8,1
4898,1,7.4,0.7,0.0,1.9,11.0,34.0,0.9978,3.51,0.56,9.4,0
4899,1,7.8,0.88,0.0,2.6,25.0,67.0,0.9968,3.2,0.68,9.8,0
